epoch,train_loss,val_loss,miou
1,0.8807248070136012,0.7479885816574097,0.2431744486093521
2,0.6453131317292284,0.6984483329455058,0.2814286947250366
3,0.5354023974813871,0.7024457403024038,0.30365636944770813
4,0.44003771945534137,0.7355051064491271,0.30251187086105347
5,0.37275191251463535,0.7531790975729624,0.30994823575019836
