epoch,train_total_loss,train_seg_loss,train_drive_loss,val_total_loss,val_seg_loss,val_drive_loss,val_seg_acc,val_drive_acc,val_seg_miou,val_drive_miou
1,1.119109137546296,0.876469115882912,0.2426400208133179,0.9672102483113607,0.7680542560418447,0.19915599306424459,0.7820360449913617,0.9202973047892252,0.26838599710487493,0.6285479219077122
2,0.8335747802817581,0.657516761214141,0.17605801796753134,0.8590400250752767,0.6817665088176728,0.17727351715167364,0.8089131356144218,0.9289508438110352,0.29447994603046973,0.6508381743421762
3,0.6910241388234516,0.5489839729446693,0.1420401657537726,0.8758052889506022,0.6998148973782857,0.17599039405584335,0.8109811146074858,0.9308799235026042,0.30066392420051763,0.6672323132528418
4,0.5744481943797746,0.45818652602650173,0.11626166875330393,0.9214045226573944,0.7381801795959473,0.18322434643904367,0.8033403451175499,0.9324820454915365,0.3017400285569468,0.6732735342563629
5,0.4940436029394201,0.39611645682946145,0.09792714610995862,0.9447460095087687,0.7517870875199636,0.19295892536640166,0.8118527689449551,0.9325031661987304,0.3074112459846323,0.6740010182703806
