epoch,train_loss,val_loss,val_acc,val_miou
1,0.23131365964076664,0.1844106709957123,0.9258141581217448,0.6342475262484145
2,0.15489426725262764,0.16538666943709054,0.9356695810953776,0.6936412834350162
3,0.11673412709528168,0.16390640864769618,0.9390792083740235,0.7002645720220088
4,0.08929424631665617,0.18321199069420496,0.938547223409017,0.6980613848260081
5,0.0738291311634067,0.17475995868444444,0.9424627939860026,0.7189003263885603
